activity_1,activity_2,activity_3,activity_4,activity_5,next_activity,org:resource
0,0,0,0,0,0,Tina
0,0,2,0,0,2,Tobias
0,2,0,1,0,1,Tom
0,0,2,0,2,2,Tomas
0,0,0,2,0,0,Tomasz
0,0,2,0,0,2,Tommi
0,0,0,0,0,1,Tommy
0,0,0,0,0,2,Tomohiro
0,2,0,0,0,0,Tonie
0,0,0,0,0,0,Tony
0,0,0,2,0,2,Torbjörn
0,2,0,0,0,2,Tracy
0,0,0,0,0,0,Trish
0,2,0,2,0,2,Tsun Fai
0,0,0,0,0,0,TulasiPrasad
0,0,2,0,0,2,Ugo
0,0,0,0,0,0,Uguisu
0,2,0,2,0,2,Ulf
0,0,0,2,0,0,Ulrika
0,0,0,0,2,0,Umar
0,2,0,0,0,2,Umar Farooque
2,0,1,0,0,2,Urban
0,0,0,2,0,0,Urszula
0,0,2,0,0,2,V
0,2,2,0,1,0,Vaibhav
0,2,0,0,0,2,Valdecir
0,0,1,0,0,1,Valentin
0,0,0,0,0,0,Valeria
0,0,0,0,0,0,Vamsi Krishna
0,0,0,2,2,1,Vandana
0,0,2,0,2,0,Vanessa
0,0,0,0,2,0,Varghese
0,0,0,2,2,0,Varun
0,0,2,0,2,0,Vasu
0,1,0,1,0,1,Veerle
0,0,0,0,0,0,Venkata
0,0,0,2,1,1,Venkatesh
0,0,2,0,2,0,Vicky
0,2,0,2,0,0,Victor
0,0,0,0,0,2,Vighneshwar
0,0,2,0,0,0,Vijay
0,0,0,2,0,2,Vijayakumar
0,0,0,0,0,0,Vikash
0,0,0,1,0,1,Vikrant
0,2,0,2,0,1,Vinay
0,0,0,0,1,0,Vinayakaiah
0,0,2,2,0,0,Vincent
0,2,0,2,2,0,Vinod
0,1,0,1,0,0,Vinutha
0,0,0,0,0,0,Viren
0,2,0,0,2,1,Vitor
0,0,0,2,0,2,Vittal
0,0,2,0,0,2,Vivian
0,0,0,0,0,0,Waldemar
0,0,2,0,0,2,Walientina
0,0,0,0,0,0,Wallace
0,0,2,2,0,0,Walter
0,0,0,0,1,0,Wendy
0,0,1,0,0,0,Wesley
0,0,1,0,2,0,William
0,0,2,0,2,0,Y
0,2,0,0,2,0,Yangeun
0,2,0,2,0,2,Yann
0,2,0,2,0,2,Yannick
2,2,2,2,2,2,Yeongsoo
0,0,0,0,0,0,Yoganand
0,0,0,0,0,0,Yoko
0,2,0,1,0,1,Yu
0,0,2,0,0,0,Yukie
0,0,0,2,0,0,Yuusuke
0,0,0,0,0,0,Zachary
0,0,2,1,0,0,Zbigniew
0,2,0,0,0,0,Zelda
0,0,0,2,0,0,Zoi
0,2,0,2,0,2,Åsa
